"Date","Pioggia (mm)","","Temp. aria (�C)","","Umid.relat. aria (%)","","Dir. Vento (�)","","Vel. Vento (m/s)","","Pressione atm. (hPa)","","Rad.Sol.Tot. (kJ/m2)",""
00:00:00 14/07/2015,         0.0,      1,        22.4,      1,        58.5,      1,         260,      1,         2.4,      1,       907.9,      1,     16731.0,      1
00:00:00 15/07/2015,         0.0,      1,        23.2,      1,        63.5,      1,         258,      1,         2.1,      1,       909.2,      1,     15511.8,      1
00:00:00 16/07/2015,         0.0,      1,        23.5,      1,        63.8,      1,         278,      1,         2.2,      1,       910.2,      1,     13963.8,      1
00:00:00 17/07/2015,         0.4,      1,        21.4,      1,        66.2,      1,          64,      1,         2.4,      1,       911.6,      1,     11971.5,      1
00:00:00 18/07/2015,         0.0,      1,        22.5,      1,        55.9,      1,          52,      1,         2.2,      1,       910.2,      1,     16138.6,      1
00:00:00 19/07/2015,         0.0,      1,        24.0,      1,        49.4,      1,         279,      1,         2.6,      1,       906.3,      1,     16312.7,      1
00:00:00 20/07/2015,         0.0,      1,        22.7,      1,        61.6,      1,          89,      1,         1.8,      1,       906.2,      1,     13753.9,      1
00:00:00 21/07/2015,         0.0,      1,        23.5,      1,        61.3,      1,         127,      1,         2.5,      1,       908.1,      1,     15955.4,      1
00:00:00 22/07/2015,         3.2,      1,        22.2,      1,        68.3,      1,          95,      1,         2.2,      1,       907.6,      1,     13605.9,      1
00:00:00 23/07/2015,         0.4,      1,        21.8,      1,        62.5,      1,          83,      1,         2.3,      1,       905.1,      1,     15138.4,      1
00:00:00 24/07/2015,        15.6,      1,        20.0,      1,        68.3,      1,          82,      1,         2.4,      1,       904.6,      1,     12588.9,      1
00:00:00 25/07/2015,         5.0,      1,        19.5,      1,        73.5,      1,         259,      1,         2.3,      1,       901.7,      1,     13862.7,      1
00:00:00 26/07/2015,         0.2,      1,        17.7,      1,        68.8,      1,         135,      1,         1.6,      1,       903.7,      1,     14406.9,      1
00:00:00 27/07/2015,         0.2,      1,        19.8,      1,        67.3,      1,         256,      1,         2.3,      1,       898.8,      1,     17152.9,      1
00:00:00 28/07/2015,         0.0,      1,        19.9,      1,        65.8,      1,         281,      1,         2.1,      1,       899.9,      1,     14221.1,      1
00:00:00 29/07/2015,         3.8,      1,        19.0,      1,        76.2,      1,         263,      1,         2.3,      1,       899.9,      1,     10906.2,      1
00:00:00 30/07/2015,         0.0,      1,        18.8,      1,        70.5,      1,         240,      1,         2.2,      1,       902.0,      1,     15239.4,      1
00:00:00 31/07/2015,         0.0,      1,        17.9,      1,        62.3,      1,         265,      1,         2.2,      1,       905.6,      1,     20299.5,      1
